5;0;187.7
10;0;186.4
15;0;186.4
20;0;186.4
25;0;186.4
30;0;186.4
35;0;186.4
40;0;186.4
45;0;186.4
50;0;186.4
55;0;186.4
60;0;186.4
65;0;186.4
70;0;186.4
75;0;186.4
80;0;186.4
85;0;186.4
90;0;186.4
95;0;186.4
100;0;372.7
105;0;186.4
110;0;186.4
115;0;186.4
120;0;414.1
125;0;186.4
130;0;186.4
135;0;186.4
140;0;186.4
145;0;186.4
150;0;186.4
155;0;186.4
160;0;186.4
165;0;186.4
170;0;186.4
175;0;186.4
180;0;186.4
185;0;186.4
190;0;186.4
195;0;302.6
200;0;186.4
205;0;186.4
210;0;186.4
215;0;186.4
220;0;290.5
225;0;186.4
230;0;186.4
235;0;186.4
240;0;186.4
245;0;186.4
250;0;186.4
255;0;186.4
260;0;186.4
265;0;186.4
270;0;232.4
275;0;186.4
280;0;186.4
285;0;186.4
290;0;445.7
295;0;186.4
300;0;186.4
305;0;186.4
310;0;186.4
315;0;186.4
320;0;186.4
325;0;237.1
330;0;186.4
335;0;186.4
340;0;186.4
345;0;186.4
350;0;186.4
355;0;186.4
360;0;186.4
365;0;186.4
370;0;186.4
375;0;186.4
380;0;186.4
385;0;186.4
390;0;186.4
395;0;186.4
400;0;186.4
405;0;186.4
410;0;244.5
415;0;186.4
420;0;186.4
425;0;186.4
430;0;186.4
435;0;186.4
440;0;186.4
445;0;186.4
450;0;186.4
455;0;186.4
460;0;186.4
465;0;186.4
470;0;186.4
475;0;186.4
480;0;362.5
485;0;186.4
490;0;186.4
495;0;326.7
500;0;186.4
505;0;186.4
510;0;186.4
515;0;186.4
520;0;186.4
525;0;186.4
530;0;186.4
535;0;186.4
540;0;186.4
545;0;186.4
550;0;186.4
555;0;186.4
560;0;186.4
565;0;348.5
570;0;186.4
575;0;186.4
580;0;186.4
585;0;387.0
590;0;186.4
595;0;186.4
600;0;186.4
605;0;186.4
610;0;186.4
615;0;186.4
620;0;186.4
625;0;186.4
630;0;186.4
635;0;186.4
640;0;333.1
645;0;186.4
650;0;186.4
655;0;186.4
660;0;186.4
665;0;311.4
670;0;276.7
675;0;186.4
680;0;186.4
685;0;186.4
690;0;186.4
695;0;186.4
700;0;186.4
705;0;575.2
710;0;186.4
715;0;186.4
720;0;186.4
725;0;186.4
730;0;186.4
735;0;186.4
740;0;276.7
745;0;332.9
750;0;186.4
755;0;186.4
760;0;186.4
765;0;186.4
770;0;313.3
775;0;290.5
780;0;186.4
785;0;186.4
790;0;186.4
795;0;186.4
800;0;186.4
805;0;186.4
810;0;186.4
815;0;186.4
820;0;186.4
825;0;186.4
830;0;304.9
835;0;186.4
840;0;186.4
845;0;186.4
850;0;186.4
855;0;350.0
860;0;186.4
865;0;186.4
870;0;186.4
875;0;186.4
880;0;186.4
885;0;186.4
890;0;186.4
895;0;186.4
900;0;186.4
905;0;186.4
910;0;414.1
915;0;186.4
920;0;186.4
925;0;186.4
930;0;297.3
935;0;244.9
940;0;319.7
945;0;186.4
950;0;186.4
955;0;186.4
960;0;186.4
965;0;311.6
970;0;186.4
975;0;186.4
980;0;186.4
985;0;186.4
990;0;186.4
995;0;186.4
1000;0;186.4

5;1;172.4
10;1;172.4
15;1;355.9
20;1;172.4
25;1;172.4
30;1;172.4
35;1;328.5
40;1;172.4
45;1;172.4
50;1;172.4
55;1;172.4
60;1;172.4
65;1;172.4
70;1;172.4
75;1;172.4
80;1;172.4
85;1;172.4
90;1;269.5
95;1;172.4
100;1;172.4
105;1;172.4
110;1;172.4
115;1;553.8
120;1;172.4
125;1;172.4
130;1;172.4
135;1;172.4
140;1;215.0
145;1;172.4
150;1;172.4
155;1;172.4
160;1;172.4
165;1;172.4
170;1;172.4
175;1;172.4
180;1;172.4
185;1;172.4
190;1;172.4
195;1;389.5
200;1;172.4
205;1;272.3
210;1;172.4
215;1;172.4
220;1;172.4
225;1;172.4
230;1;172.4
235;1;172.4
240;1;172.4
245;1;172.4
250;1;172.4
255;1;172.4
260;1;312.1
265;1;172.4
270;1;172.4
275;1;172.4
280;1;172.4
285;1;172.4
290;1;172.4
295;1;379.7
300;1;172.4
305;1;172.4
310;1;172.4
315;1;172.4
320;1;323.1
325;1;172.4
330;1;172.4
335;1;172.4
340;1;172.4
345;1;172.4
350;1;172.4
355;1;172.4
360;1;172.4
365;1;172.4
370;1;172.4
375;1;172.4
380;1;323.1
385;1;330.4
390;1;172.4
